FOLIO,INGRESO,SEM. INSCRITOS,CARRERA,ESTADO PREPA,PROM. PREPA,PROM. ITAM,REPRO.,BAJAS
2664,200303,10,ACF,D.F,08.99,08.10,2,2
2665,200303,11,TEL,D.F,09.80,07.52,7,5
2666,200301,12,ADM,D.F,08.70,07.70,5,3
2667,200301,12,DER,D.F,07.00,08.09,4,6
2668,200401,12,ACT,D.F,07.85,07.21,10,4
2669,200301,10,R.I,D.F,07.90,08.13,1,5
2670,200301,10,ADM,D.F,08.30,08.79,2,1
2671,200301,12,CEF,D.F,07.13,07.65,8,2
2672,200303,10,R.I,D.F,08.25,07.62,4,3
2673,200303,10,ACT,D.F,09.90,08.19,3,0
2674,200303,14,ECO,D.F,09.60,07.72,4,2
2675,200303,10,ECO,D.F,08.48,08.09,2,2
2676,200303,10,ECO,D.F,09.50,08.85,0,3
2677,200303,10,CEF,D.F,09.40,09.15,1,0
2678,200303,10,ECO,EME,09.77,08.50,3,2
2679,200303,11,EPL,D.F,09.26,09.12,0,5
2680,200303,12,ECO,SLP,08.50,07.63,5,5
2681,200301,10,ECO,EME,09.60,09.39,0,13
2682,200303,10,CPL,TAM,09.50,08.51,2,11
2683,200303,10,ACT,D.F,07.60,08.04,3,0
2684,200301,10,DER,D.F,09.73,08.82,1,0
2685,200303,9,ECO,QRO,08.80,08.85,0,2
2686,200301,10,ECO,D.F,08.35,08.26,4,1
2687,200303,9,M.A,QRO,09.50,08.60,1,0
2688,200303,12,TEL,QRO,08.70,08.50,2,5
2689,200303,11,ECO,QRO,08.30,07.74,5,3
2690,200303,12,EPL,QRO,09.00,09.07,0,2
2691,200303,12,ACT,D.F,08.85,07.96,5,9
2692,200303,10,IND,D.F,07.94,08.33,4,3
2693,200303,9,ACT,EME,08.56,08.36,4,0
2694,200303,11,ACT,D.F,08.80,07.49,8,0
2695,200301,12,ADM,D.F,08.55,08.04,6,6
2696,200303,12,DER,D.F,08.50,07.84,4,7
2697,200303,12,DER,D.F,07.74,08.00,4,4
2698,200301,11,DER,D.F,08.55,08.02,5,5
2699,200303,17,DER,MOR,07.20,07.87,13,15
2700,200303,12,ECO,D.F,08.60,07.65,4,5
2701,200401,11,ECO,B.C,10.00,08.24,4,5
2702,200303,14,ECO,D.F,09.00,07.28,7,6
2703,200303,14,ADM,D.F,08.30,06.85,15,9
2704,200303,10,CEF,D.F,09.70,08.96,0,2
2705,200303,16,NEG,QUI,08.73,07.72,8,15
2706,200401,10,ECO,QUI,08.77,08.54,2,2
2707,200303,11,ECO,QUI,07.87,08.09,3,2
2708,200301,11,M.A,D.F,09.05,08.60,1,8
2709,200401,11,ECO,D.F,07.95,08.00,4,4
2710,200301,19,ADM,MOR,08.74,07.34,17,15
2711,200303,19,R.I,D.F,07.80,06.96,21,13
2712,200303,12,DER,D.F,09.30,07.76,8,2
2713,200401,15,DER,D.F,07.90,07.44,6,12
2714,200303,10,ECO,D.F,09.27,07.48,4,1
2715,200401,10,COM,D.F,08.75,08.37,0,3
2716,200303,11,CPL,TLA,08.60,08.33,1,2
2717,200401,11,ADM,D.F,07.80,07.81,5,4
2718,200301,15,CPL,EME,07.92,07.66,12,22
2719,200301,11,ECO,D.F,08.90,07.55,5,4
2720,200303,10,R.I,EME,09.41,08.11,4,0
2721,200303,12,ADM,D.F,07.80,08.17,2,4
2722,200303,14,ECO,SIN,09.82,07.35,10,9
2723,200303,13,ADM,D.F,07.84,07.38,8,3
2724,200303,11,R.I,D.F,08.80,07.94,9,5
2725,200303,10,ECO,EME,08.52,08.00,4,2
2726,200303,8,ADM,EME,09.32,08.81,1,1
2727,200303,9,M.A,D.F,09.65,09.34,0,1
2728,200303,11,DER,D.F,08.00,07.56,4,7
2729,200303,9,M.A,QRO,08.58,07.98,2,2
2730,200303,9,TEL,D.F,09.13,09.37,0,1
2731,200403,13,ADM,D.F,07.35,07.40,6,11
2732,200303,11,R.I,D.F,09.55,08.32,1,2
2733,200303,10,R.I,EME,08.15,08.04,1,4
2734,200303,14,CEF,D.F,09.25,07.56,9,6
2735,200303,10,TEL,D.F,09.10,09.10,0,1
2736,200301,10,ECO,D.F,08.84,08.77,1,1
2737,200303,11,ADM,D.F,08.60,07.91,4,3
2738,200301,15,TEL,D.F,06.76,07.25,5,5
2739,200303,10,IND,D.F,09.35,08.39,3,1
2740,200303,12,DER,SON,09.10,08.00,6,2
2741,200303,11,ACT,D.F,08.10,07.49,9,4
2742,200301,14,ADM,EME,08.20,07.45,10,14
2743,200303,13,ECO,D.F,08.26,07.07,14,6
2744,200303,12,R.I,D.F,08.51,08.19,7,5
2745,200301,14,ACT,EME,09.52,07.62,8,3
2746,200301,11,ACT,EME,09.90,08.60,5,2
2747,200301,16,R.I,D.F,07.38,07.47,12,9
2748,200301,16,CPL,D.F,08.20,08.00,8,4
2749,200301,12,ADM,D.F,08.00,07.26,9,5
2750,200303,20,CEF,CHS,09.84,07.00,17,14
2751,200303,11,DER,D.F,08.07,08.29,1,2
2752,200303,12,ACT,CHS,09.92,08.06,4,8
2753,200303,18,ADM,D.F,07.50,06.98,18,14
2754,200303,13,ECO,HGO,08.90,08.85,1,7
2755,200303,17,ACT,EME,07.52,06.81,14,7
2756,200303,11,CEF,HGO,09.25,07.72,4,2
2757,200303,10,ACF,D.F,09.84,08.74,1,0
2758,200303,18,ECO,D.F,08.30,07.28,16,13
2759,200303,12,CEF,D.F,09.56,08.63,1,6
2760,200303,11,ACT,D.F,09.34,08.21,1,3
2761,200303,17,ECO,OAX,08.81,07.35,12,15
2762,200303,12,ECO,CHI,09.80,09.27,0,0
2763,200303,11,ADM,D.F,07.60,07.53,3,5
2764,200401,11,ACT,D.F,07.59,07.49,7,4
2765,200401,11,ADM,D.F,07.87,07.81,5,3
2766,200303,10,ACT,D.F,08.34,08.36,2,3
2767,200303,15,EPL,D.F,09.00,07.84,7,1
2768,200303,12,DER,D.F,09.00,09.00,2,7
2769,200303,10,ADM,TAM,07.87,08.04,5,1
2770,200303,13,ECO,EME,08.74,07.63,13,8
2771,200303,11,ECO,EME,08.27,07.52,7,1
2772,200401,11,IND,D.F,08.40,08.18,7,2
2773,200303,13,TEL,HGO,07.94,07.54,6,6
2774,200303,9,ECO,D.F,09.50,09.13,0,2
2775,200303,14,ACT,D.F,08.80,07.70,3,6
2776,200303,11,R.I,D.F,09.12,09.06,0,6
2777,200303,14,ECO,D.F,07.95,07.39,9,6
2778,200303,10,COM,D.F,09.01,08.50,1,1
2779,200303,11,ECO,MIC,08.50,08.72,4,7
2780,200303,9,CEF,QRO,08.50,07.59,4,4
2781,200303,10,ECO,YUC,09.20,09.22,0,0
2782,200403,15,EPL,YUC,07.19,08.08,2,13
2783,200403,14,ECO,D.F,07.39,07.33,13,4
2784,200303,9,ECO,D.F,08.50,08.48,2,0
2785,200303,9,ACT,D.F,09.30,08.68,0,6
2786,200401,15,DER,D.F,08.45,07.85,6,3
2787,200303,23,ACT,D.F,08.78,07.23,23,10
2788,200401,11,ACT,D.F,08.39,07.43,4,4
2789,200303,13,CEF,EME,08.22,08.15,3,5
2790,200303,10,DER,EME,08.20,08.82,1,3
2791,200303,11,DER,D.F,08.47,08.45,0,6
2792,200303,11,R.I,D.F,08.77,08.04,2,2
2793,200303,10,DER,D.F,09.55,09.31,0,3
2794,200303,10,CPL,D.F,09.73,08.09,3,2
2795,200303,9,R.I,EME,08.50,08.40,1,3
2796,200303,12,ADM,D.F,08.13,07.87,6,2
2797,200303,11,ECO,D.F,08.40,07.96,8,3
2798,200303,13,CPL,D.F,09.20,08.88,1,4
2799,200303,9,ADM,D.F,08.40,08.45,1,1
2800,200401,18,DER,D.F,09.10,07.93,7,13
2801,200303,10,ACT,D.F,08.86,07.83,4,2
2802,200303,10,ADM,MOR,09.50,07.81,1,2
2803,200303,11,CEF,VER,08.50,07.91,4,2
2804,200303,11,ADM,D.F,07.93,07.98,4,2
2805,200303,14,EPL,PUE,09.33,07.85,6,4
2806,200303,11,ACT,D.F,07.64,07.32,6,1
2807,200401,11,DER,D.F,07.35,07.75,1,6
2808,200303,10,ECO,TAM,08.70,08.46,1,2
2809,200303,11,ACF,D.F,09.24,08.68,0,2
2810,200303,10,IND,D.F,08.60,08.02,1,0
2811,200303,10,R.I,D.F,09.15,08.11,3,1
2812,200403,10,R.I,D.F,09.25,08.17,2,2
2813,200303,16,CEF,D.F,07.92,07.26,11,10
2814,200303,10,ACT,D.F,09.90,08.30,3,1
2815,200303,11,IND,D.F,09.26,08.02,1,7
2816,200303,11,DER,GTO,08.83,09.10,1,7
2817,200303,9,ECO,JAL,09.55,09.09,0,3
2818,200303,8,ACT,D.F,09.18,08.89,1,0
2819,200303,16,ECO,PUE,09.70,07.93,16,7
2820,200303,13,ACT,D.F,09.20,07.77,9,2
2821,200303,14,ECO,D.F,08.10,07.65,8,7
2822,200303,12,ACF,,09.54,08.25,0,0
2823,200303,12,ADM,EME,09.30,07.30,7,3
2824,200303,11,M.A,D.F,08.10,07.77,9,6
2825,200401,10,CPL,D.F,08.20,08.33,2,1
2826,200303,9,DER,D.F,09.51,08.65,3,1
2827,200303,15,ACT,D.F,07.31,07.32,7,11
2828,200303,10,CEF,D.F,08.60,08.30,5,0
2829,200303,9,ADM,D.F,08.20,08.36,1,1
2830,200303,9,R.I,D.F,08.55,08.49,1,0
2831,200303,9,DER,D.F,08.70,09.18,1,1
2832,200303,11,ACT,D.F,09.40,07.66,7,4
2833,200303,13,ACF,EME,10.00,07.94,8,3
2834,200303,10,TEL,D.F,09.60,07.94,3,2
2835,200401,10,R.I,D.F,08.20,08.21,2,1
2836,200303,9,ECO,EME,09.10,08.77,0,0
2837,200401,12,ACF,D.F,08.40,07.47,3,4
2838,200303,13,DER,EME,08.88,08.55,2,7
2839,200303,12,ECO,D.F,09.40,07.96,5,2
2840,200303,10,ACT,QRO,09.27,07.87,1,6
2841,200303,10,ECO,EME,08.48,07.78,3,2
2842,200303,14,DER,D.F,07.52,07.76,6,2
2843,200303,12,M.A,D.F,07.25,07.49,7,4
2844,200303,12,ADM,D.F,07.68,07.72,5,9
2845,200303,11,DER,D.F,07.40,08.02,6,5
2846,200303,13,ADM,D.F,08.56,07.96,6,3
2847,200303,11,ADM,D.F,07.50,07.43,5,5
2848,200303,10,R.I,D.F,09.85,08.68,2,1
2849,200303,9,R.I,D.F,07.99,08.28,0,3
2850,200303,9,ADM,D.F,07.92,07.83,5,2
2851,200401,11,M.A,D.F,09.20,07.69,8,5
2852,200303,10,R.I,MIC,09.90,08.45,1,4
2853,200303,9,R.I,D.F,08.21,08.43,1,1
2854,200303,9,ECO,D.F,09.58,09.15,0,0
2855,200303,12,R.I,D.F,09.15,08.62,0,5
2856,200303,9,DER,EME,09.88,09.71,0,0
2857,200303,11,DER,PUE,08.40,07.87,6,2
2858,200303,12,ACF,D.F,08.50,07.15,8,2
2859,200303,16,DER,GTO,08.38,07.62,13,12
2860,200303,15,IND,B.C,09.80,07.59,2,9
2861,200303,11,DER,B.C,07.70,08.85,2,3
2862,200601,9,ADM,B.C,09.70,08.94,1,1
2863,200303,10,ECO,D.F,09.54,09.02,1,4
2864,200303,10,ACT,D.F,09.96,09.25,0,0
2865,200303,10,EPL,COA,09.70,09.18,0,2
2866,200303,12,R.I,COA,08.30,07.72,7,4
2867,200303,11,CEF,COA,08.09,07.80,0,5
2868,200303,12,ACF,D.F,08.15,08.08,4,9
2869,200303,11,ECO,D.F,08.34,07.37,9,5
2870,200403,10,DER,D.F,08.00,08.45,1,2
2871,200303,12,ADM,D.F,08.40,07.55,4,7
2872,200303,11,ECO,MOR,09.18,08.63,0,10
2873,200303,12,DER,D.F,08.85,07.87,9,0
2874,200401,10,R.I,TAB,09.30,08.00,6,2
2875,200401,16,DER,D.F,07.65,07.85,11,8
2876,200401,13,ADM,D.F,07.90,07.28,11,7
2877,200303,9,CPL,EME,09.95,08.87,1,3
2878,200303,10,ACT,QUI,08.86,08.57,1,3
2879,200303,10,TEL,D.F,09.05,08.90,0,2
2880,200303,12,R.I,TAB,09.30,08.32,4,2
2881,200303,15,DER,D.F,07.87,07.67,9,4
2882,200303,11,IND,D.F,08.70,07.88,3,3
2883,200303,11,TEL,D.F,08.49,08.95,0,0
2884,200303,8,ADM,D.F,07.62,08.09,2,1
2885,200303,9,ECO,VER,09.50,08.33,2,2
2886,200303,19,CPL,EME,07.34,07.37,10,3
2887,200303,13,ADM,D.F,07.20,07.17,8,8
2888,200303,11,DER,D.F,08.80,07.65,5,4
2889,200303,11,ECO,D.F,07.60,07.54,5,1
2890,200303,10,ACF,D.F,08.35,07.93,0,0
2891,200303,12,EPL,EME,09.38,09.25,0,1
2892,200403,11,ECO,MOR,09.70,08.30,6,3
2893,200303,10,ACT,D.F,09.60,08.47,1,1
2894,200303,12,ADM,D.F,09.00,07.85,8,2
2895,200303,11,R.I,D.F,08.58,07.96,7,2
2896,200303,21,EPL,OAX,08.50,07.96,17,10
2897,200403,12,ACT,OAX,08.70,07.62,6,7
2898,200403,12,DER,OAX,07.40,07.56,4,7
2899,200303,12,ACF,SIN,09.30,08.47,1,1
2900,200303,10,ECO,D.F,09.45,08.33,6,4
2901,200303,10,ECO,D.F,08.10,08.04,1,5
2902,200303,11,CPL,PUE,09.50,08.11,2,1
2903,200303,10,DER,D.F,09.10,09.05,1,0
2904,200303,11,ADM,D.F,08.27,08.00,7,3
2905,200303,10,IND,D.F,08.42,08.56,2,1
2906,200303,14,ACT,D.F,07.28,07.43,8,5
2907,200303,13,M.A,D.F,07.95,08.79,4,8
2908,200303,11,ACF,EME,08.41,07.95,1,0
2909,200303,22,M.A,MOR,08.60,07.77,19,13
2910,200303,16,CEF,D.F,08.37,07.60,14,5
2911,200303,10,R.I,D.F,09.05,08.17,1,5
2912,200303,14,M.A,D.F,08.50,07.38,11,12
2913,200303,12,ADM,TAM,07.20,07.34,10,3
2914,200303,9,ACT,EME,09.50,08.17,1,2
2915,200303,17,ADM,D.F,08.21,07.34,12,7
2916,200303,13,CEF,D.F,08.10,08.56,3,6
2917,200303,8,M.A,D.F,09.91,09.35,0,1
2918,200401,11,ACT,D.F,08.40,08.42,3,2
2919,200303,12,EPL,MOR,09.65,09.59,0,0
2920,200401,15,ECO,MOR,08.72,07.48,11,5
2921,200401,10,M.A,D.F,09.15,08.77,0,2
2922,200403,12,ADM,GRO,08.60,07.79,3,3
2923,200303,9,ACT,D.F,09.85,08.49,2,2
2924,200303,10,ADM,D.F,07.50,07.49,6,3
2925,200303,16,ACT,EME,07.97,07.66,7,15
2926,200303,10,ADM,D.F,09.05,08.43,0,1
2927,200303,10,ACT,EME,09.59,08.28,4,3
2928,200303,14,ADM,D.F,07.34,07.09,12,5
2929,200303,8,CEF,D.F,09.21,08.56,1,0
2930,200303,13,R.I,D.F,09.16,08.28,4,8
2931,200401,10,ECO,D.F,08.40,07.55,8,3
2932,200303,19,ACT,D.F,07.88,07.15,18,7
2933,200303,11,IND,D.F,09.50,07.86,2,6
2934,200303,10,IND,D.F,09.45,09.04,0,5
2935,200401,12,ECO,D.F,09.05,07.35,12,5
2936,200403,14,ECO,D.F,08.95,07.80,8,11
2937,200303,12,ACT,D.F,06.66,07.13,12,3
2938,200303,13,ADM,VER,09.20,07.36,10,8
2939,200303,11,CEF,D.F,07.65,07.72,4,3
2940,200303,9,R.I,D.F,09.13,09.00,0,1
2941,200303,10,IND,D.F,09.15,09.43,0,1
2942,200303,10,ECO,D.F,08.00,08.07,3,3
2943,200403,9,R.I,JAL,09.30,08.96,0,1
2944,200403,11,ECO,D.F,07.77,07.87,9,2
2945,200401,12,R.I,EME,08.65,09.13,1,1
2946,200401,9,M.A,D.F,09.72,08.74,0,7
2947,200303,12,CEF,D.F,09.56,08.59,4,4
2948,200303,11,ECO,TAB,09.80,08.22,1,5
2949,200303,13,ACF,TAB,08.60,07.48,5,3
2950,200303,19,R.I,D.F,07.80,07.60,17,16
2951,200303,11,R.I,PUE,09.40,08.98,1,6
2952,200303,11,ACT,MOR,08.00,08.00,3,2
2953,200303,9,ECO,OAX,09.30,08.63,2,0
2954,200303,11,EPL,D.F,08.58,09.16,1,3
2955,200303,13,EPL,D.F,08.46,07.96,11,2
2956,200303,16,R.I,MOR,09.50,07.65,10,6
2957,200303,9,ECO,EME,08.91,09.02,0,1
2958,200303,10,DER,D.F,08.10,08.42,3,0
2959,200303,10,DER,D.F,08.57,08.64,2,0
2960,200303,12,ADM,D.F,07.54,07.30,10,2
2961,200303,10,ACT,D.F,09.26,07.83,3,4
2962,200303,9,DER,D.F,08.64,09.02,1,1
2963,200303,12,ECO,D.F,07.89,07.57,9,6
2964,200303,10,ECO,VER,09.00,08.50,2,0
2965,200303,10,M.A,D.F,07.70,08.28,0,1
2966,200303,10,R.I,D.F,08.10,07.94,3,4
2967,200303,11,ECO,D.F,08.80,08.43,3,1
2968,200303,12,DER,D.F,09.70,07.96,6,5
2969,200401,11,M.A,D.F,09.10,09.06,0,4
2970,200303,10,ECO,D.F,08.20,08.30,1,4
2971,200303,12,ACT,EME,08.87,07.60,8,4
2972,200401,14,ECO,D.F,07.14,07.31,15,12
2973,200303,13,ACT,D.F,08.00,07.70,7,5
2974,200401,11,R.I,D.F,09.46,08.21,3,1
2975,200303,13,ECO,D.F,07.85,07.17,12,5
2976,200303,12,ACF,EME,09.60,08.12,4,6
2977,200303,13,R.I,VER,09.00,07.43,11,8
2978,200303,20,R.I,TAB,08.70,08.02,18,16
2979,200303,13,ECO,TAM,08.50,07.63,6,11
2980,200303,14,CPL,D.F,09.18,07.29,12,8
2981,200501,21,ACT,EME,08.20,07.04,29,16
2982,200401,9,ACT,D.F,08.70,08.09,1,2
2983,200401,13,DER,D.F,07.69,07.42,9,6
2984,200303,12,R.I,D.F,08.31,08.08,7,3
2985,200303,13,M.A,VER,09.00,07.42,10,6
2986,200303,10,ECO,HGO,09.11,08.30,1,1
2987,200303,9,ADM,MOR,09.20,08.11,1,3
2988,200303,12,ADM,VER,08.10,07.55,8,2
2989,200303,9,R.I,QRO,08.70,08.40,1,1
2990,200303,9,ACT,JAL,08.47,08.26,0,0
2991,200303,9,R.I,D.F,09.86,08.66,2,0
2992,200303,9,R.I,D.F,08.57,08.36,1,3
2993,200303,10,DER,ZZZ,09.57,08.84,1,0
2994,200303,15,ADM,D.F,09.00,07.83,4,15
2995,200303,11,EPL,D.F,09.70,08.57,5,2
2996,200303,12,ADM,D.F,08.89,08.34,2,6
2997,200303,10,ECO,D.F,09.50,08.89,0,0
2998,200303,11,ECO,EME,08.92,07.74,3,1
2999,200403,20,ECO,VER,07.80,07.87,11,6
3000,200303,14,CPL,D.F,08.05,07.61,11,6
3001,200303,15,ACT,D.F,09.50,07.74,11,10
3002,200303,13,ACT,D.F,08.86,07.38,6,3
3003,200303,15,ADM,D.F,07.59,07.32,12,14
3004,200303,13,ADM,D.F,08.30,07.60,4,4
3005,200303,10,ACT,D.F,09.60,07.96,4,5
3006,200303,12,DER,D.F,08.85,08.55,2,2
3007,200401,11,R.I,D.F,08.20,08.13,7,5
3008,200303,22,ACT,D.F,08.40,07.38,19,13
3009,200401,12,ADM,D.F,07.10,07.83,6,4
3010,200303,10,ADM,D.F,08.05,07.77,0,0
3011,200303,10,ACT,PUE,09.30,08.70,0,9
3012,200303,11,EPL,PUE,09.70,08.76,2,3
3013,200303,10,ACT,D.F,09.77,09.00,0,4
3014,200303,15,CPL,MOR,08.37,07.45,12,2
3015,200401,16,NEG,EME,09.82,08.23,6,13
3016,200403,10,DER,CHI,08.00,08.76,3,1
3017,200303,12,CEF,EME,09.20,08.59,0,2
3018,200303,13,ADM,D.F,07.28,07.43,6,8
3019,200303,13,ECO,D.F,08.00,07.52,14,2
3020,200303,9,CEF,D.F,08.60,07.78,3,0
3021,200401,12,ADM,D.F,08.05,08.13,4,7
3022,200303,11,ACF,D.F,07.56,07.86,4,2
3023,200303,23,ADM,EME,09.60,07.38,22,9
3024,200303,13,M.A,D.F,08.00,07.23,12,7
3025,200303,10,DER,MOR,08.20,07.60,9,2
3026,200303,10,ACT,GTO,08.80,08.04,3,2
3027,200303,10,ACT,EME,08.96,07.62,4,4
3028,200303,11,TEL,D.F,08.38,08.52,0,2
3029,200303,11,R.I,D.F,07.70,07.91,12,4
3030,200303,12,R.I,D.F,09.00,07.87,6,1
3031,200303,9,ADM,D.F,08.00,08.28,2,1
3032,200303,16,ACF,D.F,09.86,08.26,4,3
3033,200303,15,DER,D.F,07.28,07.82,15,12
3034,200303,11,TEL,D.F,09.91,08.27,2,1
3035,200401,11,M.A,D.F,09.57,09.21,0,0
3036,200303,10,M.A,D.F,08.90,07.91,3,3
3037,200303,12,ADM,D.F,08.70,07.98,8,2
3038,200303,11,M.A,D.F,08.50,08.21,1,1
3039,200303,9,ADM,SIN,08.97,08.04,3,1
3040,200303,11,ADM,DGO,08.15,07.89,4,3
3041,200303,14,M.A,D.F,08.45,07.70,9,14
3042,200303,11,ECO,D.F,08.50,07.39,7,2
3043,200303,11,ECO,D.F,07.93,07.39,5,6
3044,200303,15,ADM,D.F,08.58,07.47,15,4
3045,200501,13,M.A,EME,09.72,09.13,0,1
3046,200401,10,ECO,D.F,09.10,09.09,0,2
3047,200303,10,M.A,D.F,08.90,08.58,2,3
3048,200303,9,M.A,D.F,09.00,09.60,0,0
3049,200303,9,M.A,D.F,09.75,09.66,0,0
3050,200303,11,ECO,EME,08.42,07.11,10,6
3051,200303,11,ADM,D.F,08.62,07.57,5,6
3052,200303,13,DER,EME,09.55,08.09,3,8
3053,200401,10,ECO,D.F,08.45,09.46,0,0
3054,200303,11,ECO,D.F,09.24,08.13,3,8
3055,200401,10,ECO,MOR,08.60,07.56,3,3
3056,200303,11,TEL,D.F,09.10,09.28,0,3
3057,200303,11,ECO,D.F,09.56,07.54,4,6
3058,200401,12,IND,D.F,08.98,07.61,9,5
3059,200303,10,ACT,VER,09.10,09.51,0,1
3060,200303,10,DER,D.F,08.78,08.55,3,0
3061,200303,11,ECO,QUI,09.18,08.02,2,2
3062,200303,14,ADM,D.F,07.30,07.45,10,5
3063,200401,13,ECO,D.F,08.25,08.17,5,4
3064,200401,9,ACT,D.F,09.28,09.09,0,1
3065,200303,11,ECO,D.F,09.00,07.61,5,5
3066,200401,9,CPL,D.F,08.94,08.69,1,1
3067,200303,16,ACT,D.F,08.10,07.21,16,5
3068,200303,11,R.I,PUE,08.90,08.09,3,3
3069,200303,11,ACF,D.F,07.82,07.71,4,1
3070,200303,12,DER,ZZZ,08.43,07.67,8,6
3071,200401,10,COM,D.F,08.15,08.17,3,1
3072,200303,10,CEF,D.F,08.40,07.93,6,2
3073,200303,12,CEF,D.F,08.44,07.48,6,10
3074,200303,11,DER,D.F,07.20,07.62,6,3
3075,200303,9,DER,D.F,08.91,09.44,0,0
3076,200303,13,CPL,EME,09.15,07.78,4,3
3077,200303,10,ACT,D.F,08.90,07.79,1,2
3078,200403,10,ADM,D.F,08.00,07.53,3,1
3079,200401,9,ACT,D.F,09.00,08.77,0,1
3080,200303,9,R.I,D.F,08.62,08.40,2,3
3081,200303,17,DER,PUE,08.00,07.82,10,9
3082,200401,10,DER,D.F,08.74,08.78,3,0
3083,200303,13,ACT,PUE,09.20,07.26,9,11
3084,200303,9,ADM,D.F,09.84,09.04,0,1
3085,200303,13,ADM,D.F,07.62,07.64,13,6
3086,200303,10,ACT,D.F,09.75,08.60,0,1
3087,200503,12,ECO,D.F,09.50,07.43,12,3
3088,200303,11,ADM,D.F,09.45,07.47,8,6
3089,200303,16,COM,ZZZ,09.00,08.74,1,13
3090,200303,10,ECO,GTO,08.33,08.11,2,1
3091,200303,13,ECO,D.F,07.61,07.46,11,4
3092,200303,10,ECO,COL,09.94,08.78,0,6
3093,200403,11,CPL,D.F,08.90,08.67,2,11
3094,200303,11,DER,D.F,08.95,08.32,2,4
3095,200303,9,R.I,D.F,09.83,08.60,1,2
3096,200303,10,ECO,EME,09.02,08.35,1,4
3097,200303,14,DER,CHS,08.54,08.70,8,9
3098,200303,8,ECO,D.F,09.75,09.30,0,0
3099,200303,12,R.I,D.F,08.21,07.98,6,3
3100,200303,16,DER,D.F,08.00,08.25,7,8
3101,200303,11,ADM,D.F,08.45,07.83,4,3
3102,200303,9,ADM,D.F,09.73,08.77,1,1
3103,200303,12,EPL,OAX,07.70,08.24,3,0
3104,200303,11,DER,D.F,08.00,08.07,0,7
3105,200303,12,ACF,D.F,08.19,08.10,2,1
3106,200303,12,DER,D.F,09.12,08.51,1,7
3107,200303,15,IND,PUE,08.13,07.45,11,5
3108,200303,11,ECO,D.F,08.40,07.48,6,0
3109,200303,14,CEF,VER,09.40,07.71,7,3
3110,200303,9,CPL,D.F,08.50,08.51,1,2
3111,200303,11,ECO,D.F,07.32,07.61,7,6
3112,200303,12,ECO,VER,07.70,08.50,2,8
3113,200303,11,ACF,CHS,09.00,07.80,9,3
3114,200303,11,ECO,EME,08.00,07.61,7,0
3115,200303,10,IND,D.F,08.93,08.73,1,8
3116,200303,14,COM,D.F,09.40,07.70,3,10
3117,200303,14,ACT,D.F,08.96,07.11,10,3
3118,200401,18,ADM,D.F,07.87,06.89,11,15
3119,200303,16,M.A,D.F,07.90,07.11,17,8
3120,200303,11,ECO,D.F,08.40,07.67,5,0
3121,200303,12,EPL,D.F,08.50,08.55,2,6
3122,200303,7,M.A,D.F,09.60,09.90,0,0
3123,200303,11,CPL,HGO,08.62,08.38,0,5
3124,200303,9,ADM,D.F,08.19,07.55,4,0
3125,200303,13,ADM,D.F,08.10,07.32,8,1
3126,200303,9,DER,PUE,09.24,08.40,2,1
3127,200303,11,IND,EME,09.40,08.32,2,5
3128,200303,11,ECO,D.F,08.30,07.96,3,3
3129,200303,10,ACT,EME,09.90,08.72,0,3
3130,200303,15,ADM,D.F,07.80,07.52,10,10
3131,200303,10,ECO,EME,08.30,08.13,0,0
3132,200303,10,M.A,D.F,09.90,08.43,0,2
3133,200401,14,IND,D.F,08.10,07.61,4,4
3134,200303,14,R.I,D.F,09.38,07.23,8,14
3135,200303,9,R.I,D.F,09.10,08.30,1,3
3136,200401,13,ECO,D.F,09.05,08.48,3,4
3137,200401,10,ACT,D.F,09.70,09.40,0,1
3138,200303,9,ECO,N.L,08.66,08.87,0,3
3139,200303,12,M.A,D.F,09.23,08.51,1,5
3140,200303,11,ECO,SON,08.85,08.24,9,5
3141,200403,9,CPL,D.F,08.65,08.73,1,1
3142,200303,10,M.A,D.F,08.70,07.11,6,1
3143,200403,10,R.I,EME,09.00,08.04,5,1
3144,200303,10,ECO,D.F,09.10,08.85,0,3
3145,200303,11,ADM,D.F,08.50,07.60,7,3
3146,200303,12,ADM,D.F,07.40,07.83,8,7
3147,200303,12,CPL,EME,07.94,07.39,7,1
3148,200303,13,TEL,EME,09.54,08.00,2,5
3149,200303,10,R.I,D.F,08.84,07.67,5,1
3150,200303,11,R.I,ZZZ,09.13,09.13,1,1
3151,200303,13,ADM,D.F,07.10,07.29,9,3
3152,200303,11,TEL,ZZZ,07.30,08.65,2,3
3153,200303,15,ADM,EME,08.27,07.36,7,6
3154,200303,12,DER,D.F,08.03,08.02,6,3
3155,200303,12,DER,ZZZ,07.33,08.16,3,3
3156,200401,19,ECO,D.F,08.66,07.54,11,13
3157,200303,13,IND,SIN,09.30,08.33,2,2
3158,200403,15,CEF,D.F,08.13,07.94,5,1
3159,200401,11,DER,VER,08.56,08.22,1,8
3160,200303,12,ECO,D.F,09.55,08.07,0,2
3161,200701,24,ECO,D.F,08.97,07.91,16,15
3162,200303,10,TEL,D.F,08.38,08.40,0,4
3163,200303,16,M.A,VER,08.20,07.84,13,16
3164,200303,11,R.I,ZZZ,09.60,08.26,4,1
3165,200303,9,COM,D.F,09.90,09.00,0,3
